Value,Value Counts
"37,773",1
167,1
"8,851",1
"356,464",1
"11,184",1
214,1
60.9,1
"131,295",1
"313,319",1
"278,504",1
"459,866",1
"859,000",1
"19,064",1
"148,181",1
"1,082,648",1
"4,389",1
"394,084",1
43.3,1
"78,615",1
"151,680,000",1
"3,304,410",1
"278,399",1
20.8,1
"1,252,629",1
"1,985,000",1
321,1
"9,540",1
"22,930,957",1
"133,785,000",1
"191,838",1
"51,980,000",1
"120,768,000",1
"4,580,000",1
"7,252",1
"56,832,532",1
"21,964",1
"1,396",1
354,1
"1,894",1
"476,669",1
"1,473,000",1
"6,525",1
"254,092",1
457,1
"6,866",1
"204,987",1
"56,175",1
"222,555",1
"68,696",1
"45,078,000",1
"28,406",1
70.6,1
"1,565,000",1
"415,214",1
160.9,1
"91,490,000",1
466,1
1.93,1
"1,960",1
"1,182",1
"5,460,000",1
"3,791",1
"1,930",1
"612,512",1
"150,053,000",1
"12,774,437",1
"2,668",1
"1,461,006",1
"34,371",1
"52,175,000",1
"232,040",1
"17,456",1
"39,424",1
"5,409,000",1
"1,588,968",1
"14,074",1
"1,017",1
"230,107",1
"147,200",1
"23,805",1
"1,068,110,000",1
818,1
147.5,1
"389,516",1
"73,205",1
648,1
"1,507,233",1
"103,540,000",1
"6,126,206",1
"4,575",1
"171,584",1
"38,499,026",1
"3,077,000",1
"24,920",1
"2,050",1
"82,470",1
"423,816",1
"2,185,000",1
"2,215",1
"239,110",1
"1,998,000",1
"103,550,000",1
"4,165,000",1
"51,079",1
"9,900",1
"7,785,000",1
"1,140",1
"120,811",1
"78,750,000",1
"1,836",1
"3,218,000",1
"1,425,000",1
"1,130",1
"18,828,867",1
26.4,1
"22,610",1
"10,295",1
"168,847,728",1
"1,045,358",1
"3,540,712,000",1
"115,950,000",1
"12,687,000",1
"53,200",1
"767,242",1
"4,745",1
"18,377,000",1
"77,100",1
"2,124",1
"313,686,000",1
"1,634,000",1
"1,071,712",1
283,1
25.2,1
"145,360",1
"940,000",1
695,1
112.2,1
"3,368",1
"6,539",1
"425,600,000",1
"61,530,000",1
3.95,1
"23,066",1
"121,600,000",1
"47,120,000",1
"32,877,000",1
"11,562,500",1
"6,532,000",1
"40,036",1
"6,709",1
"4,251,000",1
"1,331,000",1
8.7,1
"1,421",1
"270,286",1
"2,869",1
"221,510",1
"1,234,949",1
"18,520,000",1
"1,342",1
"2,837,000",1
"6,876",1
"100,677,520",1
"316,800,000",1
"36,814",1
"363,965",1
"2,888,000",1
"222,395",1
"6,466",1
"873,500",1
