type,state,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
tmin,AR,2012,0.35,2.95,10.22,11.55,16.31,18.52,22.47,19.81,16.69,8.66,2.84,2.13
tmin,AR,2013,-0.03,0.51,1.95,8.14,13.57,19.02,19.33,19.79,16.96,10.22,2.65,-1.38
tmin,AR,2014,-5.31,-2.65,0.76,8.60,13.99,19.70,18.18,20.08,16.29,10.97,0.91,2.29
tmin,AR,2015,-2.60,-3.71,4.25,10.98,14.86,20.15,22.32,19.07,17.14,10.35,6.58,3.49
tmin,AR,2016,-1.84,1.63,6.46,10.69,13.25,20.37,22.01,21.55,17.71,12.48,6.56,-0.29
tmin,AR,2017,1.67,4.83,6.53,11.59,13.36,18.52,21.35,19.74,16.40,9.84,5.53,-0.02
tmin,AR,2018,-4.26,1.36,5.23,5.83,17.58,20.60,21.61,20.20,18.76,10.96,1.60,1.37
tmin,AR,2019,-0.54,1.98,3.24,9.86,15.58,18.46,20.64,21.06,20.09,9.20,1.41,1.58
tmin,AR,2020,1.38,1.27,7.85,8.54,13.19,18.83,22.02,19.48,16.69,8.68,5.74,-0.33
tmin,AR,2021,0.04,-3.79,,,,,,,,,,
tmin,AZ,1990,-2.45,-1.12,4.01,8.00,10.07,16.55,19.29,17.09,15.69,8.21,2.59,-3.44
tmin,AZ,1991,-1.13,1.61,1.33,4.81,8.70,13.22,18.44,18.66,14.92,9.41,2.50,0.60
tmin,AZ,1992,-1.51,2.64,4.04,7.97,12.23,14.24,17.95,18.22,14.71,9.24,0.30,-1.87
tmin,AZ,1993,1.90,1.76,3.76,6.43,11.34,14.25,17.75,18.05,13.34,8.70,1.27,-2.01
tmin,AZ,1994,-1.98,-0.82,4.26,6.77,10.40,17.25,18.98,20.00,15.42,7.54,0.95,0.23
tmin,AZ,1995,0.47,3.28,3.89,5.09,8.96,13.32,18.17,19.93,16.01,7.81,4.49,-0.41
tmin,AZ,1996,-1.37,3.21,3.30,6.82,11.85,16.25,20.55,19.23,14.24,8.17,3.27,-0.36
tmin,AZ,1997,-0.01,-0.11,3.82,6.25,12.90,14.34,18.05,19.26,17.19,7.61,3.21,-1.68
tmin,AZ,1998,-0.34,0.26,2.69,4.06,8.81,12.94,19.69,19.42,15.70,8.01,2.42,-1.18
tmin,AZ,1999,-0.86,0.43,3.13,4.50,10.05,15.14,19.25,18.44,15.06,8.41,3.34,-2.30
tmin,AZ,2000,-0.32,1.66,3.25,7.81,12.59,17.12,19.27,19.26,15.56,9.13,-0.18,-0.87
tmin,AZ,2001,-1.57,-0.16,3.54,6.48,12.53,16.19,19.28,18.69,15.55,9.75,4.63,-2.45
tmin,AZ,2002,-1.42,-0.70,1.39,8.25,10.08,16.26,20.25,18.48,15.66,8.11,3.16,-1.24
tmin,AZ,2003,1.34,1.59,3.20,5.20,11.47,15.57,20.58,19.73,15.74,11.34,2.77,-0.99
tmin,AZ,2004,-0.13,-0.70,6.50,7.28,11.32,15.27,18.43,17.95,14.20,8.68,2.66,-0.35
tmin,AZ,2005,1.84,3.09,3.49,5.87,11.40,14.98,19.53,18.31,15.03,9.66,3.29,-1.40
tmin,AZ,2006,-1.60,0.03,2.36,6.83,12.15,17.67,20.97,18.89,13.72,8.50,3.28,-2.07
tmin,AZ,2007,-2.68,0.98,4.43,7.32,11.84,16.14,20.46,20.11,15.80,8.65,4.77,-1.70
tmin,AZ,2008,-1.75,0.19,2.79,5.76,9.26,15.95,19.86,19.22,15.25,8.22,4.05,-0.20
tmin,AZ,2009,0.09,0.39,3.36,5.86,13.42,15.09,20.49,18.26,15.72,7.37,3.31,-2.34
tmin,AZ,2010,-0.52,1.08,2.31,5.36,8.79,15.29,20.56,19.27,15.50,9.88,1.45,1.61
tmin,AZ,2011,-2.44,-2.03,3.79,7.24,9.15,14.82,19.59,20.55,16.12,8.90,2.60,-1.96
tmin,AZ,2012,-0.53,0.14,2.36,7.53,11.78,16.81,19.95,20.19,15.95,8.97,3.62,-0.68
tmin,AZ,2013,-3.30,-1.47,4.51,7.05,11.50,17.25,20.74,19.21,15.59,6.65,3.95,-1.59
tmin,AZ,2014,-0.57,2.18,4.73,6.97,11.15,16.35,20.30,17.99,16.74,10.14,3.05,1.33
tmin,AZ,2015,0.63,3.43,5.85,6.56,9.86,17.88,19.26,19.96,16.71,11.42,1.83,-1.87
tmin,AZ,2016,-1.09,1.20,4.23,6.87,10.36,18.16,20.24,18.54,14.80,10.89,4.74,0.85
tmin,AZ,2017,0.71,3.40,5.14,7.00,10.50,17.21,20.48,18.93,14.79,9.11,6.01,-0.02
tmin,AZ,2018,0.63,0.86,4.03,8.77,11.52,16.70,20.78,19.80,16.59,9.83,1.70,-0.36
tmin,AZ,2019,-0.51,-0.75,4.03,7.82,8.73,15.22,19.84,19.94,16.11,6.86,3.56,0.20
tmin,AZ,2020,-0.57,0.35,4.30,7.23,12.34,16.00,20.35,20.80,15.43,9.21,3.88,-2.12
tmin,AZ,2021,-1.36,0.51,,,,,,,,,,
tmin,CA,1990,1.77,1.23,5.40,9.06,9.71,12.86,16.10,15.23,13.08,8.91,3.87,-1.64
tmin,CA,1991,1.52,5.07,3.91,6.30,8.45,11.55,15.64,14.56,13.56,10.43,5.31,2.08
tmin,CA,1992,1.72,6.00,6.85,8.99,12.39,13.60,15.47,15.58,12.88,10.41,4.69,1.46
tmin,CA,1993,2.03,3.69,7.39,7.46,10.94,13.00,14.55,14.57,11.94,10.01,3.45,1.74
tmin,CA,1994,2.27,2.57,5.96,7.49,10.28,12.79,15.44,14.76,12.82,8.00,2.06,1.84
tmin,CA,1995,5.36,6.05,5.73,6.61,9.49,12.14,15.19,14.83,13.47,8.92,6.72,4.55
tmin,CA,1996,3.56,5.97,5.62,7.71,10.45,13.14,16.46,15.33,11.99,8.45,5.85,4.46
tmin,CA,1997,3.96,3.62,5.86,7.50,12.39,13.40,15.00,15.53,14.12,8.60,6.84,2.05
tmin,CA,1998,4.60,4.58,5.52,6.13,8.63,12.38,15.84,15.80,13.82,7.76,5.03,0.60
tmin,CA,1999,2.47,3.22,4.16,5.74,9.09,12.11,14.38,14.42,12.82,8.96,6.13,1.51
tmin,CA,2000,3.86,5.47,5.25,8.16,11.10,14.15,14.22,15.07,12.68,8.86,2.79,2.62
tmin,CA,2001,1.20,2.74,6.25,5.74,12.03,13.67,15.05,15.09,12.99,9.99,6.44,3.31
tmin,CA,2002,1.65,3.31,3.79,7.58,9.33,13.48,15.80,14.18,12.75,7.98,5.55,3.50
tmin,CA,2003,5.54,3.42,5.79,5.95,10.12,13.67,16.82,15.69,13.92,10.35,4.19,3.49
tmin,CA,2004,2.79,3.65,7.44,7.99,10.44,13.48,15.75,15.20,12.56,8.87,4.40,2.87
tmin,CA,2005,3.36,5.33,6.18,6.46,10.97,12.18,16.66,15.32,11.25,8.91,5.65,4.01
tmin,CA,2006,3.32,3.06,3.44,7.43,11.06,14.79,17.45,14.33,12.17,7.97,5.92,1.79
tmin,CA,2007,-0.22,4.02,5.96,7.32,10.32,13.03,16.08,15.60,12.31,8.47,5.55,1.60
tmin,CA,2008,2.01,2.93,4.49,5.97,10.29,13.15,15.91,15.92,13.03,8.97,6.99,1.49
tmin,CA,2009,2.66,3.59,4.60,6.41,11.89,13.14,15.74,14.79,14.01,8.58,4.34,1.73
tmin,CA,2010,4.27,4.99,4.63,5.70,8.15,13.23,15.38,14.13,12.47,10.37,4.47,4.73
tmin,CA,2011,2.56,1.75,5.40,6.84,8.24,12.30,15.19,14.74,13.80,9.65,4.19,0.42
tmin,CA,2012,1.83,3.26,4.53,7.48,10.20,12.74,14.89,15.94,13.45,10.05,6.30,3.17
tmin,CA,2013,0.37,1.82,5.80,8.28,11.09,14.28,16.56,14.97,13.39,7.37,5.17,0.12
tmin,CA,2014,3.07,5.31,6.97,8.08,11.23,13.74,17.19,15.91,14.46,10.72,6.57,5.85
tmin,CA,2015,3.79,6.22,7.58,7.44,10.26,15.12,16.64,16.33,14.30,12.00,3.75,2.24
tmin,CA,2016,4.34,5.15,6.82,8.83,11.12,14.50,15.79,15.30,12.69,10.19,6.45,2.27
tmin,CA,2017,2.79,5.54,6.53,7.88,10.78,14.59,16.75,16.95,14.17,8.66,7.10,1.84
tmin,CA,2018,4.93,2.49,4.92,7.91,10.98,13.47,17.32,15.73,12.70,9.67,5.25,3.54
tmin,CA,2019,4.02,2.33,5.39,9.29,9.76,14.06,15.71,16.12,13.37,7.29,4.78,4.36
tmin,CA,2020,3.44,3.42,4.93,8.25,11.32,13.87,15.54,17.04,14.51,10.51,4.06,2.11
tmin,CA,2021,3.24,3.70,,,,,,,,,,
tmin,CO,1990,-11.18,-8.88,-3.38,0.73,3.39,9.80,11.87,10.31,8.45,-0.09,-4.87,-14.21
tmin,CO,1991,-13.56,-8.35,-4.61,-1.14,4.66,9.50,11.78,11.42,6.33,-0.48,-6.83,-11.34
tmin,CO,1992,-12.85,-7.70,-3.25,1.22,5.67,8.37,10.91,9.98,6.18,0.78,-7.89,-13.16
tmin,CO,1993,-11.79,-10.04,-4.53,-0.81,4.92,8.14,11.03,10.63,4.60,-0.41,-8.64,-10.62
tmin,CO,1994,-11.09,-10.87,-4.06,-0.22,5.64,10.29,11.10,12.04,6.74,0.75,-6.07,-9.02
tmin,CO,1995,-9.78,-6.29,-4.13,-1.64,3.35,7.86,10.74,12.60,6.55,-1.32,-4.70,-8.91
tmin,CO,1996,-12.39,-8.47,-6.29,-0.56,5.75,9.50,12.42,11.16,6.19,-0.06,-5.52,-10.10
tmin,CO,1997,-11.35,-9.14,-5.06,-2.45,4.50,9.45,11.77,11.58,8.53,-0.08,-6.21,-11.21
tmin,CO,1998,-9.64,-7.09,-6.03,-1.52,4.66,7.21,13.46,11.39,8.65,1.30,-3.36,-10.79
tmin,CO,1999,-8.37,-7.17,-3.54,-1.18,3.78,8.37,13.42,12.06,5.50,-0.99,-4.83,-9.86
tmin,CO,2000,-8.79,-6.25,-3.59,0.07,5.54,9.15,12.70,12.63,6.87,1.26,-8.95,-11.10
tmin,CO,2001,-12.25,-8.66,-3.71,0.87,5.19,9.16,13.65,11.68,6.70,0.23,-4.26,-10.72
tmin,CO,2002,-11.31,-11.03,-7.90,0.94,3.83,10.56,13.22,11.15,7.48,-0.80,-5.80,-9.82
tmin,CO,2003,-8.38,-9.17,-3.73,0.66,5.28,8.36,13.46,12.70,5.45,1.75,-5.48,-9.54
tmin,CO,2004,-11.46,-10.23,-2.12,0.87,5.16,8.33,11.37,9.62,6.67,1.49,-4.75,-9.86
tmin,CO,2005,-8.06,-6.86,-4.88,-0.59,4.61,8.58,12.22,11.12,7.83,1.80,-4.40,-11.07
tmin,CO,2006,-9.16,-10.56,-4.77,0.67,5.19,10.20,13.89,12.21,4.59,0.45,-5.03,-10.05
tmin,CO,2007,-15.12,-9.11,-2.46,-0.26,5.15,9.04,13.12,13.31,7.84,1.02,-5.73,-11.89
tmin,CO,2008,-13.74,-9.73,-5.87,-2.25,3.42,8.25,12.62,11.70,6.21,0.35,-4.21,-10.85
tmin,CO,2009,-10.13,-7.66,-4.57,-0.69,6.10,9.05,11.84,9.99,6.71,-1.76,-4.80,-13.57
tmin,CO,2010,-11.25,-10.46,-4.96,0.29,3.50,10.12,13.09,12.09,7.14,1.67,-6.44,-7.53
tmin,CO,2011,-12.39,-11.88,-3.79,-0.31,3.17,9.22,13.86,13.04,7.05,0.60,-5.60,-12.21
tmin,CO,2012,-9.56,-8.69,-2.76,1.80,5.09,10.92,13.92,11.74,7.04,-0.01,-4.92,-10.89
tmin,CO,2013,-13.71,-10.56,-5.80,-1.96,4.54,9.90,13.32,12.36,9.60,-0.22,-5.09,-12.75
tmin,CO,2014,-11.49,-8.85,-4.92,-0.08,4.43,8.94,12.97,11.31,8.16,2.10,-6.65,-8.72
tmin,CO,2015,-9.18,-7.10,-2.85,0.49,4.77,11.05,12.59,11.81,8.83,3.60,-5.45,-9.90
tmin,CO,2016,-11.43,-7.44,-3.88,0.26,3.97,10.85,12.94,11.02,7.43,2.18,-3.18,-11.26
tmin,CO,2017,-10.00,-4.93,-2.14,0.56,3.95,9.96,13.38,10.88,7.59,-0.01,-2.72,-9.71
tmin,CO,2018,-10.13,-8.87,-4.19,-0.58,6.38,10.60,13.33,11.22,8.08,0.99,-6.80,-10.42
tmin,CO,2019,-11.30,-11.01,-4.94,0.66,2.97,8.55,12.71,12.04,9.06,-3.48,-6.38,-9.48
tmin,CO,2020,-10.28,-9.86,-2.65,-1.22,5.31,10.27,12.84,11.99,5.87,-1.32,-4.15,-10.80
tmin,CO,2021,-10.35,-10.59,,,,,,,,,,
tmin,CT,1990,-3.00,-4.86,-1.94,2.91,6.79,12.52,16.46,16.07,10.45,7.72,0.69,-2.16
tmin,CT,1991,-7.44,-5.01,-0.97,4.07,10.09,13.37,15.84,16.05,10.35,5.80,1.37,-3.88
tmin,CT,1992,-6.58,-5.84,-4.15,1.44,6.97,11.72,14.72,14.14,11.11,3.40,0.79,-4.40
tmin,CT,1993,-5.69,-10.00,-4.24,3.24,8.32,12.46,15.99,15.97,11.50,3.46,-0.49,-5.14
tmin,CT,1994,-12.55,-10.65,-3.06,3.21,7.11,14.51,18.59,14.79,11.21,4.29,2.05,-2.69
tmin,CT,1995,-3.60,-8.51,-0.97,1.61,7.56,13.22,17.67,15.06,10.21,6.55,-1.37,-7.47
tmin,CT,1996,-8.74,-7.52,-4.73,2.48,7.14,14.01,15.79,15.58,12.59,4.54,-1.58,-1.21
tmin,CT,1997,-7.27,-3.40,-2.35,1.59,6.58,12.55,15.35,14.81,10.92,4.22,-0.46,-4.20
tmin,CT,1998,-3.00,-2.77,-1.14,3.08,9.87,13.35,16.07,16.09,11.99,5.46,0.11,-2.67
tmin,CT,1999,-7.46,-5.13,-2.44,2.11,8.00,13.73,17.25,15.12,12.75,4.07,1.91,-3.85
tmin,CT,2000,-9.15,-5.37,-0.38,2.78,8.19,13.07,14.59,15.04,10.36,4.45,0.28,-7.59
tmin,CT,2001,-8.40,-6.23,-3.05,2.69,8.31,14.16,13.99,17.20,11.04,5.32,1.85,-1.50
tmin,CT,2002,-3.99,-4.21,-1.51,4.48,6.85,12.79,16.37,16.21,12.29,5.19,0.37,-5.09
tmin,CT,2003,-9.62,-8.80,-3.97,1.86,7.65,13.34,16.62,17.84,13.17,4.46,2.23,-4.08
tmin,CT,2004,-11.37,-7.04,-1.12,3.46,9.67,12.73,16.49,16.18,12.62,5.79,0.60,-5.12
tmin,CT,2005,-8.47,-6.49,-4.62,3.10,6.29,14.85,17.24,17.41,12.84,7.43,0.93,-5.70
tmin,CT,2006,-3.51,-5.88,-2.42,3.38,8.61,14.82,18.12,15.73,11.11,4.79,3.85,-1.04
tmin,CT,2007,-4.57,-9.29,-4.04,2.10,8.42,13.35,16.20,15.77,12.01,9.10,-0.27,-4.65
tmin,CT,2008,-5.73,-5.77,-2.33,3.73,6.70,14.66,17.76,14.42,12.60,4.39,0.48,-4.39
tmin,CT,2009,-10.86,-6.36,-2.79,3.85,8.68,13.04,15.25,17.15,10.67,4.73,3.66,-4.88
tmin,CT,2010,-6.80,-4.96,1.23,4.73,9.52,14.71,17.96,16.14,13.06,6.42,1.07,-5.99
tmin,CT,2011,-9.18,-8.27,-2.33,4.31,10.21,13.87,17.45,16.55,14.34,7.13,2.38,-2.05
tmin,CT,2012,-5.05,-3.49,2.23,3.58,11.35,13.25,17.53,16.69,11.92,7.90,-0.59,-1.37
tmin,CT,2013,-6.29,-5.73,-2.06,2.50,8.05,14.24,19.73,15.03,10.47,6.02,-0.84,-4.96
tmin,CT,2014,-9.27,-8.77,-6.19,2.19,8.90,13.42,16.70,14.65,11.75,7.30,-0.46,-1.46
tmin,CT,2015,-9.62,-14.85,-5.90,2.54,9.86,13.18,16.60,16.25,13.38,4.70,2.73,2.52
tmin,CT,2016,-6.00,-5.77,0.39,2.22,8.75,13.03,17.26,17.42,13.40,6.35,0.94,-4.07
tmin,CT,2017,-3.42,-3.93,-4.27,5.20,8.27,13.48,16.43,14.86,13.48,8.96,-0.32,-5.46
tmin,CT,2018,-8.36,-3.08,-1.89,0.96,10.42,13.32,17.69,18.86,14.66,6.25,0.01,-3.09
tmin,CT,2019,-7.68,-5.67,-3.38,4.33,8.63,13.39,17.98,15.77,11.22,7.14,-1.87,-4.34
tmin,CT,2020,-4.14,-3.30,0.28,2.07,7.34,13.72,18.60,17.21,11.83,6.77,2.19,-3.66
tmin,CT,2021,-5.62,-5.82,,,,,,,,,,
tmin,DE,1990,-0.28,-0.63,1.83,5.68,10.68,15.74,19.49,18.20,13.13,9.76,2.94,0.13
tmin,DE,1991,-3.29,-1.48,2.19,6.38,13.46,16.18,19.55,18.63,13.06,7.58,2.57,-0.97
tmin,DE,1992,-3.15,-2.69,0.04,4.61,8.98,14.51,19.02,16.19,14.15,5.48,3.28,-0.99
tmin,DE,1993,-1.39,-5.66,-0.69,5.00,11.34,15.89,20.02,18.20,14.44,6.93,1.83,-2.48
tmin,DE,1994,-7.65,-5.08,0.27,7.31,8.49,17.61,20.45,16.45,12.81,5.86,4.40,-0.08
tmin,DE,1995,-1.00,-5.32,1.63,4.67,10.72,16.25,19.95,18.26,13.95,8.94,0.41,-4.03
tmin,DE,1996,-5.12,-3.61,-1.66,5.48,10.06,16.75,18.15,17.08,14.50,7.30,-0.26,-0.01
tmin,DE,1997,-4.20,-0.96,1.27,4.30,8.62,14.67,18.31,16.87,13.30,7.60,2.26,-1.14
tmin,DE,1998,0.33,0.30,2.07,6.46,12.42,16.36,18.54,17.73,15.45,8.08,1.84,-0.05
tmin,DE,1999,-3.16,-2.26,-0.45,5.06,10.34,15.98,20.01,18.55,15.35,6.44,4.71,-0.62
tmin,DE,2000,-5.09,-2.09,2.92,5.42,11.76,16.86,17.50,17.59,13.12,7.46,1.22,-5.73
tmin,DE,2001,-4.50,-2.32,-0.44,5.42,11.28,17.44,16.86,19.33,12.94,7.37,4.01,0.93
tmin,DE,2002,-0.86,-1.46,1.76,7.29,10.21,16.36,18.99,19.27,14.95,9.19,2.30,-3.09
tmin,DE,2003,-6.20,-5.42,0.71,4.99,9.69,15.48,18.96,19.53,15.35,7.07,4.88,-2.15
tmin,DE,2004,-6.96,-3.42,2.18,6.17,14.56,15.96,19.02,17.96,15.25,7.86,3.76,-1.97
tmin,DE,2005,-4.16,-2.95,-0.77,5.59,8.02,17.26,20.03,20.11,15.70,9.59,3.61,-3.18
tmin,DE,2006,-0.36,-3.01,0.76,6.55,10.02,16.97,20.22,19.14,13.81,7.39,5.32,0.53
tmin,DE,2007,-0.98,-6.14,0.34,4.35,10.88,16.83,18.49,18.84,14.68,11.82,2.37,-1.01
tmin,DE,2008,-2.65,-2.54,1.02,6.76,9.13,17.69,19.29,16.46,14.99,6.86,2.52,-1.45
tmin,DE,2009,-5.87,-2.56,0.27,6.05,11.88,16.38,17.67,19.67,14.23,7.78,5.58,-2.15
tmin,DE,2010,-4.02,-4.67,3.59,7.01,12.68,18.83,20.65,19.42,15.64,8.73,2.87,-4.24
tmin,DE,2011,-5.49,-2.50,0.85,7.58,12.87,17.49,20.82,18.30,16.50,8.18,4.38,0.46
tmin,DE,2012,-2.13,-0.65,4.90,5.51,13.52,15.84,20.92,19.14,14.24,9.44,0.87,1.63
tmin,DE,2013,-2.21,-2.88,-0.44,5.66,11.06,17.05,21.04,17.31,12.68,8.90,1.14,-1.05
tmin,DE,2014,-7.36,-4.83,-2.57,4.89,11.56,16.41,18.48,16.49,14.80,9.41,1.25,0.21
tmin,DE,2015,-5.45,-8.96,-1.79,5.84,13.13,17.68,19.64,18.01,16.56,7.60,5.09,5.49
tmin,DE,2016,-4.36,-2.13,3.47,4.84,11.01,16.50,20.69,20.04,16.68,9.47,2.97,-1.27
tmin,DE,2017,-0.66,0.42,0.11,8.80,11.16,16.77,20.07,17.73,15.64,11.41,2.80,-2.67
tmin,DE,2018,-5.55,0.63,-0.40,4.12,13.80,16.79,19.49,20.20,18.20,9.82,2.33,-0.05
tmin,DE,2019,-3.75,-1.87,0.04,8.00,13.31,17.12,20.40,18.85,15.70,10.55,0.15,-1.27
tmin,DE,2020,-0.72,-0.04,3.69,4.87,9.93,16.83,21.15,19.90,14.84,9.61,4.34,-0.97
tmin,DE,2021,-2.05,-2.10,,,,,,,,,,
tmin,FL,1990,11.25,13.55,13.55,14.70,19.47,21.64,22.55,22.45,21.23,18.46,13.42,12.00
tmin,FL,1991,12.35,11.15,13.80,18.06,21.11,21.60,22.82,22.74,21.49,17.59,11.63,11.63
tmin,FL,1992,8.43,11.45,12.09,14.59,16.56,21.94,22.85,22.26,21.83,16.73,15.21,10.87
tmin,FL,1993,13.13,9.17,11.61,12.90,17.89,21.67,22.81,22.73,21.69,18.21,13.90,8.08
tmin,FL,1994,9.04,12.77,13.17,17.04,18.91,22.35,22.25,22.14,21.28,18.72,16.38,12.36
tmin,FL,1995,8.35,9.25,14.01,15.98,20.36,21.57,22.85,23.56,21.98,19.63,11.45,8.82
tmin,FL,1996,7.89,8.74,10.36,14.22,19.70,21.33,23.09,22.32,21.32,17.76,13.23,10.17
tmin,FL,1997,9.86,12.90,16.32,14.90,18.69,21.43,22.85,22.63,21.52,17.39,12.86,10.40
tmin,FL,1998,11.28,10.79,11.31,15.65,19.60,23.28,23.76,23.33,22.96,19.29,16.12,13.35
tmin,FL,1999,10.33,10.57,10.47,16.57,18.07,21.81,23.09,23.50,21.41,18.50,13.35,9.91
tmin,FL,2000,9.04,9.59,13.81,13.77,19.10,21.59,22.77,22.47,21.93,16.13,11.74,8.24
tmin,FL,2001,5.33,12.91,12.66,15.12,17.89,21.67,22.75,22.66,20.89,17.31,14.83,13.01
tmin,FL,2002,9.95,9.82,13.37,17.82,19.35,21.99,22.82,22.57,23.05,20.07,11.94,8.85
tmin,FL,2003,4.95,10.60,16.38,15.18,20.50,22.37,22.87,22.98,21.67,18.52,15.31,7.72
tmin,FL,2004,8.01,10.57,13.10,13.67,19.14,22.44,22.79,23.01,22.66,18.98,14.57,9.33
tmin,FL,2005,10.38,10.78,12.04,13.38,18.46,22.58,24.01,23.90,22.50,18.62,14.62,8.94
tmin,FL,2006,10.46,8.82,12.21,16.49,18.22,21.78,22.77,23.21,21.54,16.81,12.26,13.44
tmin,FL,2007,11.69,9.14,13.21,14.20,18.10,21.60,23.19,23.87,22.39,20.62,12.94,12.95
tmin,FL,2008,9.51,11.63,12.66,15.18,19.23,22.01,22.71,23.39,22.12,17.24,10.73,11.43
tmin,FL,2009,8.28,7.97,12.66,15.24,19.88,22.78,23.01,23.35,22.70,19.29,14.12,11.46
tmin,FL,2010,5.96,6.39,9.55,15.26,20.82,23.41,23.97,24.27,22.45,16.46,12.73,4.10
tmin,FL,2011,7.43,11.01,13.01,16.56,18.41,22.09,23.34,23.79,21.77,16.43,14.00,12.09
tmin,FL,2012,9.10,13.13,15.73,15.78,19.95,21.78,22.96,23.17,21.86,18.37,11.41,11.39
tmin,FL,2013,12.85,11.25,8.90,16.66,17.97,22.79,22.91,23.33,22.13,18.44,14.88,13.22
tmin,FL,2014,7.32,11.82,12.11,15.80,19.10,21.89,23.05,23.42,22.15,17.29,11.01,11.64
tmin,FL,2015,9.88,8.24,15.64,19.08,19.72,22.51,23.34,23.37,22.46,19.13,17.94,16.77
tmin,FL,2016,9.17,9.68,15.37,16.32,19.01,22.86,23.78,23.88,22.70,18.77,13.56,14.06
tmin,FL,2017,11.65,12.72,13.23,16.59,19.35,22.75,23.65,23.84,22.39,19.38,14.60,11.39
tmin,FL,2018,7.75,15.96,11.20,15.46,20.07,22.77,23.39,23.23,23.50,20.09,14.49,11.87
tmin,FL,2019,9.42,14.91,13.49,16.06,20.68,23.16,23.36,23.89,22.82,21.12,13.29,12.99
tmin,FL,2020,11.38,12.30,16.07,17.41,18.80,22.69,23.75,23.89,22.93,20.93,17.04,8.46
tmin,FL,2021,9.52,12.30,,,,,,,,,,
tmin,GA,1990,4.24,6.88,8.29,8.95,14.60,18.85,20.92,20.80,17.25,12.03,6.09,5.25
tmin,GA,1991,4.25,4.70,7.98,13.37,18.07,19.20,21.64,20.80,17.07,11.18,4.52,4.66
tmin,GA,1992,2.17,5.18,6.02,9.04,13.09,18.54,21.22,19.96,18.15,10.15,7.37,3.62
tmin,GA,1993,5.37,2.44,5.43,7.48,14.27,19.18,21.76,20.69,17.86,11.49,5.66,1.77
tmin,GA,1994,-0.15,4.58,7.05,11.01,13.72,20.02,20.76,19.70,16.72,12.24,8.99,5.18
tmin,GA,1995,2.19,2.80,8.84,10.41,15.81,18.39,21.18,21.73,17.40,12.49,3.80,1.61
tmin,GA,1996,0.71,2.75,4.50,8.60,15.80,18.64,21.22,20.21,17.11,10.82,5.36,3.16
tmin,GA,1997,3.47,5.41,10.30,8.53,12.84,18.04,21.18,19.39,17.43,11.88,5.02,3.29
tmin,GA,1998,4.02,4.71,6.27,10.64,16.89,20.34,22.24,20.33,18.99,12.55,9.21,6.33
tmin,GA,1999,3.08,4.30,4.56,12.54,14.02,19.13,21.39,21.36,16.17,11.93,7.08,2.11
tmin,GA,2000,2.00,3.17,8.05,8.57,16.18,18.61,20.60,20.25,17.37,9.84,5.81,-0.76
tmin,GA,2001,-0.38,5.63,6.21,10.77,14.34,19.11,20.74,20.74,16.36,8.83,7.79,5.17
tmin,GA,2002,2.34,2.07,6.03,13.48,14.27,19.22,21.35,20.42,19.94,15.51,5.10,1.65
tmin,GA,2003,-0.42,3.38,9.53,10.60,16.45,18.97,21.01,21.38,16.91,11.65,8.32,0.05
tmin,GA,2004,0.48,2.64,7.54,8.81,16.63,20.20,20.96,19.99,18.27,14.53,8.60,1.91
tmin,GA,2005,3.69,4.74,5.66,8.92,13.33,19.65,21.98,21.92,18.71,12.75,6.88,0.68
tmin,GA,2006,4.40,2.38,6.31,11.89,14.63,18.32,20.90,21.86,16.97,10.09,5.51,4.38
tmin,GA,2007,4.12,1.49,8.07,8.52,13.64,18.87,20.33,22.13,18.27,13.95,4.66,5.33
tmin,GA,2008,1.34,3.04,5.54,10.33,14.41,19.58,20.48,20.87,18.02,10.61,4.11,5.18
tmin,GA,2009,1.88,1.36,7.09,9.72,16.75,20.31,19.95,20.67,18.69,12.49,6.95,2.72
tmin,GA,2010,-0.50,0.07,4.97,10.03,16.96,21.04,21.99,22.65,17.66,10.39,5.45,-1.89
tmin,GA,2011,-0.36,4.03,7.98,11.28,14.44,20.25,22.02,21.31,17.07,9.41,6.60,4.60
tmin,GA,2012,3.38,5.33,11.89,11.62,16.62,17.83,21.76,20.38,17.22,11.93,4.38,5.31
tmin,GA,2013,5.67,3.22,3.48,10.31,13.90,20.09,20.98,20.67,17.80,12.13,5.33,4.95
tmin,GA,2014,-1.89,3.46,5.01,10.55,15.19,19.76,20.25,20.15,18.97,11.47,2.82,4.77
tmin,GA,2015,1.33,0.11,8.76,13.55,15.54,20.24,21.59,20.85,18.12,12.39,9.97,9.43
tmin,GA,2016,1.46,3.60,9.25,10.94,15.02,20.09,22.06,22.01,19.00,12.37,6.60,5.40
tmin,GA,2017,5.83,6.29,7.30,12.62,15.27,19.59,21.49,21.08,17.28,13.00,6.70,4.22
tmin,GA,2018,-0.58,9.49,5.86,8.56,17.27,20.42,21.35,20.95,21.03,14.09,5.96,4.80
tmin,GA,2019,3.23,7.32,6.83,10.88,17.39,19.63,21.23,21.24,19.05,14.94,4.81,5.46
tmin,GA,2020,5.11,5.48,11.51,10.22,14.21,19.25,21.73,21.60,18.47,14.54,9.57,1.38
tmin,GA,2021,3.15,3.90,,,,,,,,,,
tmin,IA,1990,-7.18,-8.54,-1.54,2.06,7.45,15.33,16.70,16.19,12.26,2.85,-1.46,-12.39
