type,state,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
tavg,NE,2014,-4.11,-5.91,2.11,9.64,15.49,20.87,22.00,22.65,17.36,12.08,0.41,-1.71
tavg,NE,2015,-2.70,-3.92,5.98,10.77,14.24,21.41,23.28,21.69,20.75,12.71,5.32,-0.55
tavg,NE,2016,-3.47,1.55,7.16,10.69,14.63,23.52,23.73,22.43,18.86,13.23,7.19,-4.14
tavg,NE,2017,-3.58,2.51,5.84,10.45,14.54,22.10,24.95,20.69,19.04,11.25,4.44,-2.66
tavg,NE,2018,-5.29,-5.36,4.02,5.38,18.57,23.07,23.29,21.95,19.14,8.93,0.75,-1.88
tavg,NE,2019,-3.42,-7.92,0.36,10.22,12.97,20.56,23.97,22.17,20.84,7.59,2.02,-0.75
tavg,NE,2020,-2.92,-1.17,5.45,8.34,14.16,23.56,24.24,23.26,17.11,8.49,6.12,-0.63
tavg,NE,2021,-1.57,-8.32,,,,,,,,,,
tavg,NH,1990,-3.39,-5.75,-0.10,6.04,10.67,17.27,19.62,19.44,13.97,9.50,2.31,-2.28
tavg,NH,1991,-8.33,-4.20,0.71,7.77,14.01,17.25,19.24,19.32,12.65,9.15,2.26,-5.61
tavg,NH,1992,-7.77,-6.05,-3.44,4.18,11.49,16.22,17.38,17.72,14.13,5.89,0.63,-4.07
tavg,NH,1993,-5.87,-11.24,-2.87,6.44,12.48,16.45,19.96,19.47,13.81,6.47,1.75,-4.46
tavg,NH,1994,-13.26,-9.94,-1.73,5.77,10.81,18.55,21.49,17.74,13.37,8.24,3.91,-2.40
tavg,NH,1995,-4.13,-8.25,0.74,3.21,11.16,17.79,21.15,18.75,12.74,10.38,0.40,-7.12
tavg,NH,1996,-8.18,-6.96,-2.63,5.20,10.53,17.77,19.29,18.92,14.94,7.48,-0.14,-0.94
tavg,NH,1997,-8.09,-3.99,-3.16,4.00,9.14,17.45,18.89,18.04,13.80,7.07,0.73,-4.25
tavg,NH,1998,-4.86,-2.27,0.70,6.87,14.49,16.77,19.75,19.51,15.49,9.02,2.88,-1.07
tavg,NH,1999,-7.40,-4.44,-0.36,5.81,13.23,19.03,20.99,18.64,16.48,6.99,4.71,-2.92
tavg,NH,2000,-8.96,-5.34,2.17,5.42,11.75,16.78,18.04,18.05,13.86,8.15,2.31,-7.33
tavg,NH,2001,-7.83,-6.15,-2.92,5.19,13.15,18.12,18.27,20.44,14.83,9.06,3.46,-0.73
tavg,NH,2002,-3.42,-4.06,-0.52,6.90,10.35,16.19,20.03,20.37,16.70,6.85,0.80,-5.35
tavg,NH,2003,-11.98,-8.96,-1.73,4.17,11.39,17.33,20.14,20.47,14.92,7.42,2.90,-4.65
tavg,NH,2004,-12.56,-6.70,0.43,6.08,13.38,15.72,19.33,19.08,14.96,7.87,2.01,-5.35
tavg,NH,2005,-8.98,-5.57,-3.29,6.89,9.32,19.43,21.04,19.84,16.33,9.43,2.79,-5.45
tavg,NH,2006,-3.07,-5.35,-1.44,6.87,12.56,18.05,21.51,18.12,14.16,7.72,5.07,-0.34
tavg,NH,2007,-6.18,-9.84,-2.31,4.30,12.57,17.49,18.89,19.04,15.36,10.99,1.00,-5.77
tavg,NH,2008,-6.01,-5.65,-2.51,7.10,10.72,18.09,20.49,18.04,14.88,7.02,2.04,-4.27
tavg,NH,2009,-11.17,-5.91,-0.81,7.37,11.98,16.11,18.39,19.90,13.82,6.60,4.58,-5.12
tavg,NH,2010,-6.10,-3.77,2.82,8.48,13.74,17.36,21.49,19.13,15.96,8.03,2.34,-5.04
tavg,NH,2011,-8.71,-7.70,-1.77,6.01,13.84,17.06,20.76,19.48,16.49,9.35,4.67,-1.63
tavg,NH,2012,-5.72,-3.11,4.02,6.75,14.20,17.11,20.54,20.35,14.50,10.15,1.18,-1.90
tavg,NH,2013,-7.11,-5.29,-0.80,5.83,13.09,17.52,21.76,18.53,14.34,8.97,0.86,-5.63
tavg,NH,2014,-8.72,-8.40,-6.30,5.50,12.31,17.29,20.17,18.04,14.74,10.17,1.03,-1.98
tavg,NH,2015,-10.36,-14.01,-4.73,4.60,15.27,15.85,19.72,19.97,17.38,7.32,4.36,1.62
tavg,NH,2016,-5.70,-3.79,1.65,4.61,12.87,17.23,20.54,20.28,16.03,9.07,3.16,-4.37
tavg,NH,2017,-3.81,-3.20,-3.65,8.07,11.36,17.19,19.45,18.14,16.86,12.00,1.27,-7.22
tavg,NH,2018,-8.13,-3.12,-0.91,3.24,14.17,16.45,21.29,21.08,16.60,7.44,-0.27,-4.25
tavg,NH,2019,-7.96,-6.34,-2.54,5.97,10.78,16.70,21.33,19.09,14.32,8.99,-0.28,-4.29
tavg,NH,2020,-4.06,-4.54,1.24,4.44,12.21,17.87,22.14,19.39,14.82,8.58,3.68,-2.24
tavg,NH,2021,-5.27,-6.75,,,,,,,,,,
tavg,NJ,1990,3.05,3.14,5.95,9.80,14.28,20.25,23.10,22.22,17.51,14.51,7.92,3.96
tavg,NJ,1991,-0.43,2.73,5.92,11.01,18.31,21.23,23.49,23.12,17.90,12.54,6.99,2.89
tavg,NJ,1992,0.32,1.29,3.13,8.54,13.94,18.88,22.18,20.48,17.96,10.25,6.46,1.59
tavg,NJ,1993,1.69,-2.07,2.28,9.74,16.17,20.33,24.23,22.69,18.11,11.20,6.47,0.93
tavg,NJ,1994,-4.70,-2.24,3.48,11.58,14.37,21.90,24.52,20.89,17.85,11.44,9.22,3.73
tavg,NJ,1995,1.80,-1.90,6.10,9.29,14.60,20.39,24.10,23.14,18.24,14.13,4.74,-1.30
tavg,NJ,1996,-1.85,-0.12,2.34,10.04,14.25,20.72,21.73,21.85,18.77,12.17,4.33,3.51
tavg,NJ,1997,-1.08,3.28,4.92,8.87,13.63,19.47,22.93,21.29,17.77,12.04,5.45,2.17
tavg,NJ,1998,3.73,3.75,6.09,10.98,16.93,19.86,23.24,23.11,19.77,12.58,6.95,4.42
tavg,NJ,1999,0.39,1.83,4.29,10.19,15.45,21.18,25.49,22.91,19.33,11.58,9.14,2.98
tavg,NJ,2000,-1.15,1.64,7.33,9.63,16.23,20.86,21.27,21.40,18.08,12.46,6.10,-1.52
tavg,NJ,2001,-1.28,1.45,3.36,10.55,16.16,21.30,21.46,23.78,18.05,12.77,9.19,5.07
tavg,NJ,2002,2.55,3.46,5.82,11.97,14.87,20.80,24.29,23.99,19.62,11.98,6.13,0.58
tavg,NJ,2003,-3.26,-2.31,4.86,8.80,13.61,19.25,23.36,23.59,19.08,11.38,8.97,1.86
tavg,NJ,2004,-4.25,0.51,5.77,10.68,18.28,20.08,22.31,22.07,19.57,11.75,7.80,1.82
tavg,NJ,2005,-1.24,0.98,2.42,10.88,13.31,22.00,24.11,24.38,20.85,13.23,8.43,0.23
tavg,NJ,2006,3.42,1.10,5.20,11.58,15.98,20.81,24.48,23.00,17.67,11.73,9.55,5.33
tavg,NJ,2007,2.40,-2.90,4.75,8.92,16.77,21.08,22.70,22.53,19.63,16.40,6.22,1.81
tavg,NJ,2008,1.21,1.51,5.19,11.31,13.97,22.35,24.22,21.48,19.46,11.57,6.31,2.38
tavg,NJ,2009,-3.03,1.53,4.74,11.11,15.90,19.31,21.77,23.44,17.97,11.59,9.52,1.30
tavg,NJ,2010,-0.42,-0.49,7.75,12.63,17.35,22.67,25.30,23.43,20.41,13.12,6.97,-0.79
tavg,NJ,2011,-2.81,1.30,4.75,11.73,17.00,21.43,25.07,22.77,20.12,13.08,9.18,4.71
tavg,NJ,2012,1.70,3.77,9.58,11.23,18.07,20.71,25.07,23.41,19.30,13.50,5.10,4.55
tavg,NJ,2013,1.00,0.39,3.73,10.57,15.55,21.34,25.14,21.65,17.78,13.74,6.01,2.06
tavg,NJ,2014,-3.39,-1.54,1.77,9.84,16.33,21.09,23.06,21.33,19.16,13.72,5.32,3.71
tavg,NJ,2015,-2.37,-5.48,1.93,10.47,18.36,20.83,23.76,23.15,21.10,12.21,9.54,8.67
tavg,NJ,2016,-0.40,2.02,8.19,10.24,15.35,21.11,24.77,24.50,20.68,13.45,8.04,2.36
tavg,NJ,2017,2.24,4.46,3.63,12.82,15.24,20.94,23.81,21.76,20.00,15.65,6.71,0.65
tavg,NJ,2018,-1.82,3.98,3.38,8.48,17.98,20.73,24.07,24.54,20.93,13.24,5.68,3.12
tavg,NJ,2019,-0.24,1.39,3.94,12.27,16.66,21.03,25.19,23.18,20.17,14.20,5.10,2.26
tavg,NJ,2020,2.86,3.79,7.73,9.04,14.84,21.31,25.66,23.90,19.12,13.65,9.52,2.76
tavg,NJ,2021,0.82,0.02,,,,,,,,,,
tavg,NM,1990,1.53,3.44,7.87,12.67,15.92,24.15,22.52,21.03,19.43,12.84,7.30,0.54
tavg,NM,1991,0.94,5.45,6.92,11.56,16.75,20.80,22.02,21.79,17.58,13.28,4.83,1.95
tavg,NM,1992,0.43,4.75,7.95,13.17,15.90,20.03,22.72,21.66,18.99,14.02,3.80,0.93
tavg,NM,1993,2.98,4.09,7.83,11.81,16.46,21.28,23.78,22.22,18.20,12.21,4.90,2.39
tavg,NM,1994,2.30,3.43,8.36,12.02,16.93,23.74,24.16,23.84,19.21,12.47,6.34,3.95
tavg,NM,1995,2.48,7.20,8.12,10.37,15.58,20.39,23.07,23.89,18.98,13.37,8.52,3.46
tavg,NM,1996,2.77,6.56,6.91,12.49,19.59,22.76,23.76,22.24,17.47,12.61,7.09,3.09
tavg,NM,1997,1.12,3.43,9.08,9.80,16.89,20.89,23.38,22.59,20.55,12.67,5.84,-0.02
tavg,NM,1998,3.24,3.63,6.69,9.84,17.12,21.61,24.22,22.61,21.10,13.56,8.03,3.22
tavg,NM,1999,4.62,6.56,8.89,10.98,16.07,20.69,23.15,22.42,18.62,13.31,9.12,1.92
tavg,NM,2000,4.42,7.12,8.38,13.86,19.43,22.04,24.23,23.59,20.50,12.71,3.29,2.08
tavg,NM,2001,0.35,4.41,7.35,13.02,17.81,22.41,24.64,22.61,19.79,14.19,8.10,1.94
tavg,NM,2002,2.82,3.45,7.17,14.58,17.60,23.82,23.84,23.62,19.21,12.08,6.26,1.73
tavg,NM,2003,4.82,4.27,7.94,12.28,18.03,21.06,25.45,23.87,19.44,15.44,7.45,3.04
tavg,NM,2004,3.04,2.23,10.43,11.49,17.85,21.45,23.07,21.44,18.29,12.86,5.76,2.40
tavg,NM,2005,4.81,5.02,6.67,11.57,16.95,21.60,24.45,22.26,20.05,13.38,7.65,2.75
tavg,NM,2006,3.82,5.09,8.01,14.31,18.93,23.38,24.35,22.05,16.71,12.60,8.08,1.61
tavg,NM,2007,-0.27,4.41,9.21,11.42,16.16,21.54,23.40,23.92,19.93,14.22,8.09,2.00
tavg,NM,2008,0.84,4.76,7.69,11.57,16.40,22.70,22.89,22.26,18.00,13.13,7.37,3.12
tavg,NM,2009,3.53,5.92,9.02,11.58,18.06,21.23,24.28,22.85,18.30,11.82,7.79,0.01
tavg,NM,2010,1.47,2.08,6.79,12.31,16.06,23.18,23.75,23.29,20.81,14.19,6.06,5.01
tavg,NM,2011,1.46,2.09,9.99,13.76,15.95,23.36,25.48,25.20,19.60,13.49,6.76,-0.36
tavg,NM,2012,4.00,3.98,9.27,14.36,17.93,23.96,24.37,24.08,19.55,13.82,8.64,2.70
tavg,NM,2013,0.35,2.76,8.60,12.02,17.09,23.98,23.62,23.27,19.54,12.05,6.33,1.64
tavg,NM,2014,2.79,5.84,8.44,11.95,16.15,23.00,24.10,22.13,19.80,14.62,6.18,3.50
tavg,NM,2015,2.32,5.68,9.31,12.08,15.29,22.63,23.66,23.69,21.13,14.70,6.80,2.55
tavg,NM,2016,1.60,6.09,9.55,11.95,15.79,23.28,25.54,21.87,19.48,15.81,8.66,3.35
tavg,NM,2017,3.24,7.39,11.18,12.64,16.11,23.09,24.30,22.08,19.49,13.84,10.37,3.85
tavg,NM,2018,3.05,5.62,8.96,13.42,19.14,23.99,24.47,23.42,19.99,12.61,5.55,2.29
tavg,NM,2019,2.18,3.78,8.14,12.79,15.14,21.39,24.75,24.61,21.14,11.61,6.57,3.07
tavg,NM,2020,3.07,3.96,9.38,12.71,18.87,22.96,25.38,25.01,18.75,13.87,8.96,1.98
tavg,NM,2021,1.95,3.18,,,,,,,,,,
tavg,NV,1990,0.83,0.34,7.49,12.48,13.60,19.93,24.24,22.32,19.81,12.16,4.71,-4.61
tavg,NV,1991,-1.12,6.31,4.63,8.20,11.73,18.09,24.63,23.21,18.80,12.94,5.32,0.42
tavg,NV,1992,0.01,5.47,7.82,13.14,18.02,19.83,22.66,23.43,18.51,13.09,2.98,-2.22
tavg,NV,1993,-3.21,-0.11,7.99,9.90,16.29,17.66,20.77,21.48,17.81,11.70,2.50,0.56
tavg,NV,1994,2.09,1.46,8.45,10.78,15.64,21.19,25.30,24.02,18.51,10.56,0.57,1.04
tavg,NV,1995,2.75,7.14,6.02,8.64,12.39,17.02,22.69,22.79,18.87,11.82,8.33,2.86
tavg,NV,1996,2.74,3.88,6.90,10.61,14.84,20.61,25.15,23.20,16.88,10.95,5.80,2.44
tavg,NV,1997,1.31,2.90,8.49,8.94,17.22,19.08,22.39,23.14,18.60,10.79,6.14,-0.66
tavg,NV,1998,3.22,2.58,6.09,8.22,11.74,17.25,24.62,23.97,18.54,9.86,5.57,-0.58
tavg,NV,1999,2.45,3.82,6.76,7.38,13.87,19.45,23.14,22.04,18.15,12.68,7.94,0.63
tavg,NV,2000,2.98,5.21,6.53,12.33,16.17,21.55,23.77,23.54,17.72,11.03,1.86,1.67
tavg,NV,2001,-0.89,1.30,8.05,9.22,18.34,21.08,23.69,24.43,19.63,13.48,6.35,0.38
tavg,NV,2002,0.49,2.79,4.89,10.98,14.47,21.40,26.00,22.35,18.44,10.17,5.22,2.10
tavg,NV,2003,5.66,2.37,7.39,8.43,15.42,21.33,26.15,23.75,18.96,14.58,3.32,1.85
tavg,NV,2004,-0.43,1.29,10.10,11.25,15.37,20.99,24.72,22.55,17.60,10.87,3.89,1.30
tavg,NV,2005,-1.06,1.82,6.77,9.23,15.19,18.15,25.90,23.24,16.67,11.89,6.30,1.89
tavg,NV,2006,2.46,2.90,3.85,10.24,16.52,22.08,26.13,22.41,17.51,10.78,5.56,0.03
tavg,NV,2007,-2.43,4.04,8.97,10.97,16.55,21.45,26.45,23.93,17.43,11.08,6.21,-0.33
tavg,NV,2008,-1.47,2.66,6.04,8.96,14.13,20.21,24.89,24.13,18.80,11.97,7.67,-0.46
tavg,NV,2009,2.03,3.35,6.03,9.31,17.49,18.71,24.83,22.53,20.29,9.92,5.43,-3.16
tavg,NV,2010,1.39,3.59,5.96,8.28,11.01,19.85,24.86,22.32,18.80,12.87,3.93,3.05
tavg,NV,2011,1.32,1.56,6.55,8.61,11.89,18.44,23.83,23.96,20.00,12.49,4.20,-0.42
tavg,NV,2012,2.63,2.86,7.43,11.72,16.09,20.63,25.08,24.85,20.01,12.89,7.30,1.30
tavg,NV,2013,-3.64,1.98,8.39,10.42,15.23,21.90,26.20,23.39,18.39,9.91,6.16,-2.11
tavg,NV,2014,3.36,5.81,7.81,10.88,15.67,20.64,25.95,22.07,19.71,13.69,6.24,3.19
tavg,NV,2015,3.37,6.86,9.94,10.26,14.64,23.11,23.23,23.87,19.67,14.67,3.42,0.82
tavg,NV,2016,0.91,4.86,8.54,11.63,14.54,22.43,24.50,23.45,17.88,12.95,7.49,0.28
tavg,NV,2017,-0.55,5.08,9.17,10.05,15.40,21.89,25.95,24.48,17.67,11.05,8.24,1.74
tavg,NV,2018,5.04,2.27,5.73,11.63,15.92,21.35,26.51,24.07,19.30,11.21,4.69,1.02
tavg,NV,2019,2.26,0.58,6.07,11.77,12.92,19.92,24.31,24.20,17.57,8.63,6.06,2.05
tavg,NV,2020,3.07,3.36,5.91,10.71,16.40,19.92,25.07,25.45,19.92,13.28,5.44,0.78
tavg,NV,2021,2.24,3.57,,,,,,,,,,
tavg,NY,1990,-0.26,-2.29,1.98,8.01,11.65,18.29,20.69,19.86,15.00,10.85,4.77,0.03
tavg,NY,1991,-5.37,-1.85,2.02,9.09,16.07,19.19,21.00,20.66,14.76,10.56,3.32,-1.74
tavg,NY,1992,-4.69,-3.87,-1.82,5.86,12.88,16.76,18.66,18.25,15.28,7.20,2.83,-2.18
tavg,NY,1993,-3.61,-8.65,-1.89,7.28,13.38,17.50,21.52,20.46,14.72,8.15,3.00,-3.48
tavg,NY,1994,-11.00,-7.56,-1.00,7.80,11.67,19.29,21.92,18.68,15.09,9.33,5.80,-0.37
tavg,NY,1995,-2.02,-6.75,2.38,4.98,12.54,19.43,22.01,20.93,14.38,11.66,1.14,-5.51
tavg,NY,1996,-6.61,-5.02,-1.74,5.88,11.97,18.96,19.66,20.13,16.11,9.41,0.93,0.54
tavg,NY,1997,-5.93,-1.87,-0.34,5.61,10.45,18.69,20.02,18.81,14.93,8.79,1.93,-1.76
tavg,NY,1998,-1.91,-0.52,2.18,8.23,16.16,18.05,20.39,20.52,16.71,10.12,4.11,1.02
tavg,NY,1999,-5.67,-2.18,-0.41,7.21,14.50,19.79,22.51,19.35,17.22,8.77,6.17,-1.27
tavg,NY,2000,-6.37,-2.74,3.86,6.44,14.03,18.03,18.81,19.09,15.23,9.81,2.90,-6.31
tavg,NY,2001,-4.63,-3.36,-1.61,7.55,14.37,18.79,19.43,21.73,15.76,10.55,6.77,1.35
tavg,NY,2002,-1.02,-1.00,1.22,8.28,11.30,18.53,21.81,21.22,17.83,8.45,2.92,-3.33
tavg,NY,2003,-8.84,-6.99,0.41,5.62,12.50,17.50,20.61,21.07,16.30,8.34,5.29,-1.77
tavg,NY,2004,-9.92,-5.07,2.17,7.24,15.14,17.27,20.18,19.29,17.01,9.57,4.29,-2.62
tavg,NY,2005,-6.74,-3.89,-1.78,8.19,11.01,21.07,22.23,21.77,17.88,10.27,5.33,-3.95
tavg,NY,2006,-0.43,-3.41,0.42,8.14,13.61,18.52,22.17,19.85,14.96,8.60,6.21,1.91
tavg,NY,2007,-3.15,-8.19,-0.30,5.61,13.87,19.26,19.90,20.49,17.26,13.26,2.77,-2.69
tavg,NY,2008,-2.72,-4.17,-0.81,9.64,11.41,19.84,21.20,18.83,16.44,8.51,3.07,-2.41
tavg,NY,2009,-8.66,-3.40,1.16,8.16,13.33,17.16,18.99,20.48,15.19,8.22,5.96,-3.11
tavg,NY,2010,-5.05,-3.98,3.96,10.14,15.27,18.98,22.47,20.72,16.62,9.71,3.89,-4.36
tavg,NY,2011,-6.73,-4.91,0.07,7.75,14.83,19.05,22.53,20.35,17.50,10.27,6.76,0.50
tavg,NY,2012,-2.68,-0.62,6.89,7.13,16.23,18.68,22.44,20.87,16.07,10.96,2.67,0.42
tavg,NY,2013,-3.54,-4.24,-0.22,6.98,14.56,18.37,22.31,19.36,15.13,11.02,2.06,-2.99
tavg,NY,2014,-7.71,-6.74,-3.87,6.88,14.14,18.91,20.22,19.06,16.20,11.20,2.39,-0.37
tavg,NY,2015,-7.98,-11.94,-2.92,6.90,16.56,17.76,20.70,20.33,18.84,9.15,6.59,4.62
tavg,NY,2016,-3.93,-2.34,3.83,5.75,13.63,18.50,22.00,22.31,17.82,10.75,5.11,-1.77
tavg,NY,2017,-1.65,-0.14,-1.40,9.79,12.66,18.39,20.64,19.34,17.38,13.24,3.00,-4.37
tavg,NY,2018,-6.37,-0.78,-0.55,3.88,16.12,18.10,22.40,22.00,18.04,9.27,1.40,-1.11
tavg,NY,2019,-6.19,-3.65,-0.62,7.56,12.83,17.86,22.37,19.97,16.45,10.79,1.20,-1.83
tavg,NY,2020,-1.59,-2.23,3.56,5.63,12.75,19.11,23.35,21.03,15.97,10.04,6.17,-0.71
tavg,NY,2021,-3.73,-5.04,,,,,,,,,,
tavg,OH,1990,2.22,2.06,6.48,9.87,13.94,19.88,21.87,20.98,17.78,11.89,7.41,2.06
tavg,OH,1991,-2.25,0.82,5.61,11.91,19.75,22.17,23.54,22.42,17.74,12.87,3.85,1.08
tavg,OH,1992,-1.42,1.45,3.60,9.51,14.39,18.16,21.85,19.48,16.99,10.05,5.62,0.50
tavg,OH,1993,-0.04,-3.23,2.06,9.31,15.60,19.93,23.53,22.88,16.66,10.38,5.21,-0.68
tavg,OH,1994,-7.09,-2.80,3.14,10.94,13.31,21.76,22.75,20.37,17.26,11.71,7.90,2.30
tavg,OH,1995,-1.89,-3.16,5.16,8.71,14.58,21.35,23.16,24.48,16.54,12.77,2.32,-3.42
tavg,OH,1996,-3.93,-2.11,0.65,9.01,14.49,20.96,21.33,21.88,17.49,11.87,1.94,1.76
tavg,OH,1997,-3.58,1.23,5.07,7.80,12.25,20.18,22.04,20.11,17.10,11.59,3.77,0.78
tavg,OH,1998,1.95,3.67,5.37,10.68,18.29,20.58,22.18,22.51,19.71,12.34,6.55,2.66
tavg,OH,1999,-2.26,1.41,1.85,11.56,16.72,21.78,24.77,21.00,18.17,11.29,7.77,0.40
tavg,OH,2000,-3.40,1.56,7.17,9.67,17.04,20.97,20.96,20.84,17.29,13.27,4.37,-6.03
tavg,OH,2001,-2.59,0.97,2.23,11.94,16.23,20.08,22.18,22.71,16.74,12.14,9.05,3.12
tavg,OH,2002,1.20,1.64,3.80,11.32,13.45,21.89,24.21,23.44,20.13,11.07,4.62,-0.89
tavg,OH,2003,-5.94,-3.94,4.79,10.84,15.11,18.82,21.97,22.52,17.06,10.54,7.91,0.32
tavg,OH,2004,-4.87,-1.27,5.86,10.38,17.85,19.77,21.78,20.18,18.87,11.95,7.19,-0.44
tavg,OH,2005,-1.69,0.18,1.88,11.11,13.48,22.57,23.88,23.26,19.77,12.26,6.82,-2.75
tavg,OH,2006,3.67,-0.52,3.74,12.25,14.98,19.71,23.36,22.84,16.64,10.25,6.66,3.49
tavg,OH,2007,0.46,-7.17,6.16,8.81,17.55,21.34,21.29,23.54,19.49,15.49,5.45,0.36
tavg,OH,2008,-1.66,-2.36,2.23,11.59,13.63,21.54,22.37,21.25,19.31,10.89,4.42,-0.80
tavg,OH,2009,-6.55,-0.67,5.41,10.45,15.88,20.29,20.15,21.70,18.06,9.86,7.80,-0.95
tavg,OH,2010,-3.94,-3.56,5.50,12.75,16.97,22.31,23.93,23.35,18.76,12.67,5.33,-4.10
tavg,OH,2011,-4.76,-1.33,3.91,10.93,16.41,21.32,25.10,22.10,17.91,11.49,8.32,2.60
tavg,OH,2012,-0.08,1.50,11.07,9.87,19.10,21.22,25.21,21.82,17.33,11.36,4.14,3.06
tavg,OH,2013,-0.95,-1.79,1.65,9.92,17.09,20.60,22.40,21.05,17.90,12.33,3.84,-0.24
tavg,OH,2014,-6.90,-5.24,0.42,10.55,16.36,21.25,20.74,21.50,17.64,11.69,2.63,1.68
tavg,OH,2015,-4.57,-8.65,1.81,10.62,18.25,20.83,21.84,21.10,20.26,12.26,8.42,6.27
tavg,OH,2016,-2.74,0.65,7.77,9.74,15.29,21.63,23.73,24.34,20.58,14.11,7.60,-0.70
tavg,OH,2017,1.35,4.40,4.41,13.37,15.40,20.86,22.70,20.83,18.75,14.05,5.26,-1.81
tavg,OH,2018,-4.06,2.16,2.38,7.08,19.65,21.74,23.11,23.06,20.71,12.22,2.88,1.56
tavg,OH,2019,-2.76,0.19,2.46,10.95,16.67,20.26,24.18,21.95,20.73,13.44,2.83,2.04
tavg,OH,2020,1.41,0.15,6.67,8.36,14.33,21.06,24.64,22.14,17.95,11.58,7.73,0.64
tavg,OH,2021,-0.81,-4.22,,,,,,,,,,
tavg,OK,1990,6.08,6.81,10.21,14.41,19.02,27.00,26.47,26.72,24.13,15.27,11.79,1.69
tavg,OK,1991,0.67,8.33,11.33,16.10,21.67,25.26,27.59,26.39,21.11,16.57,6.41,5.58
tavg,OK,1992,4.67,8.60,11.42,15.38,18.66,22.67,26.45,23.52,21.87,16.49,7.36,3.83
tavg,OK,1993,1.43,3.41,8.50,13.19,18.89,24.51,28.49,27.71,20.76,13.98,6.47,5.07
tavg,OK,1994,1.95,3.23,10.87,15.17,19.31,26.80,26.55,26.39,21.61,16.54,9.78,5.47
tavg,OK,1995,3.74,7.20,9.73,13.75,17.90,23.19,27.28,27.70,21.26,16.15,9.39,3.67
tavg,OK,1996,1.74,6.04,7.00,14.68,22.73,25.32,27.10,25.29,20.59,15.80,7.46,4.78
tavg,OK,1997,2.36,5.67,11.02,12.05,18.54,23.60,27.50,25.59,23.33,16.17,7.65,3.38
tavg,OK,1998,4.42,6.98,7.77,13.73,22.18,26.59,29.73,27.96,26.33,17.44,11.21,4.68
tavg,OK,1999,4.19,9.37,9.13,15.39,19.44,23.84,27.88,28.37,21.17,16.33,13.14,5.73
tavg,OK,2000,4.34,8.69,11.29,14.66,21.26,23.36,27.27,29.65,24.05,17.50,6.13,-0.80
tavg,OK,2001,1.84,4.84,8.04,17.32,20.43,25.01,29.93,28.17,21.70,15.72,12.13,5.67
tavg,OK,2002,4.22,5.06,7.94,16.19,18.97,25.23,27.05,27.34,23.27,13.36,8.35,4.42
tavg,OK,2003,2.75,3.25,9.64,15.81,20.26,22.96,28.69,28.28,20.52,17.01,9.73,5.42
tavg,OK,2004,3.72,3.80,12.64,15.27,21.54,23.86,25.58,24.45,23.08,17.16,9.80,5.10
tavg,OK,2005,3.87,7.21,10.10,15.20,19.70,25.23,26.83,26.83,24.53,16.66,11.16,3.30
tavg,OK,2006,8.02,4.83,11.62,18.62,21.46,25.64,28.85,28.87,20.66,15.90,10.23,5.04
tavg,OK,2007,1.36,3.76,14.48,12.93,20.41,23.83,26.06,28.20,23.35,17.62,10.24,2.97
tavg,OK,2008,3.36,4.79,10.21,14.11,20.24,25.70,27.57,26.12,21.12,15.59,10.03,3.48
tavg,OK,2009,2.87,8.37,11.01,14.45,18.84,26.27,27.19,26.12,21.09,12.50,11.73,1.28
tavg,OK,2010,1.60,2.00,9.38,16.34,19.93,27.24,27.75,28.66,23.77,16.84,10.08,3.95
tavg,OK,2011,1.47,3.70,11.13,16.63,19.72,28.53,31.71,30.80,21.69,16.49,9.74,4.05
tavg,OK,2012,5.80,6.34,15.28,17.82,22.50,26.14,30.02,27.44,23.42,15.23,11.14,5.40
tavg,OK,2013,4.17,4.83,8.66,12.48,19.44,25.70,26.49,26.84,24.30,15.66,7.96,1.59
tavg,OK,2014,2.20,2.20,7.88,15.14,20.49,25.12,25.52,27.17,22.86,18.07,6.76,5.28
tavg,OK,2015,3.11,3.20,10.62,16.22,18.82,25.86,27.84,26.18,24.79,17.40,10.59,6.74
tavg,OK,2016,3.26,8.50,12.62,16.16,18.87,26.32,28.46,27.01,23.87,19.30,12.78,3.33
tavg,OK,2017,4.67,9.88,13.27,16.08,19.20,25.21,28.13,25.05,22.83,16.71,11.29,4.49
tavg,OK,2018,2.39,4.63,11.56,12.14,23.83,26.95,28.19,26.57,23.08,15.43,6.81,4.55
tavg,OK,2019,3.33,4.18,8.32,15.58,19.13,24.16,27.16,27.94,26.39,13.92,7.68,6.12
tavg,OK,2020,5.47,5.24,12.84,14.29,19.50,26.17,28.07,26.46,21.15,14.48,11.69,4.91
tavg,OK,2021,4.16,-0.59,,,,,,,,,,
tavg,OR,1990,3.38,2.45,6.84,10.84,11.09,15.41,19.97,19.08,17.11,9.38,5.75,-2.08
tavg,OR,1991,1.00,6.83,4.98,7.78,10.40,13.64,19.32,19.42,16.75,10.67,5.89,2.94
tavg,OR,1992,3.64,6.72,8.47,10.64,15.02,17.73,18.88,19.33,14.92,11.15,4.90,0.55
tavg,OR,1993,-1.37,0.74,6.66,8.40,14.16,14.69,15.75,17.49,15.41,11.30,2.15,2.32
tavg,OR,1994,4.34,2.59,7.35,9.87,13.38,15.17,20.00,18.72,16.60,9.41,2.42,1.96
tavg,OR,1995,3.46,6.37,6.08,7.99,12.59,14.95,19.02,17.13,16.70,9.74,7.79,3.24
